Transaction_ID,Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms
d3fbf47a-7e5b-4e7f-9ca5-499d004ae545,Bahamas,its,Export,1362,1111.95,28-04-2024,Clothing,Yatesmouth,101342,4589.82,Sea,Davis-Nelson,Matthew Crawford,21867283,Net 30
baf3897a-3e70-416a-9548-5822de1b372a,Honduras,help,Import,8834,6276.81,21-04-2023,Furniture,North Melaniemouth,673666,1541.65,Air,Ray-Weber,Mr. Scott Holder,55974151,Cash on Delivery
101fbccc-ded7-43e8-b421-eaeb534097ca,Poland,prove,Export,412,6659.89,02-06-2020,Electronics,Brittneyport,981147,3524.76,Sea,"Rogers, Schroeder and Ramirez",Desiree Shaw,36829171,Net 30
38c1962e-9148-424f-aac1-c14f30e9c5cc,Cambodia,similar,Export,8454,3178.89,03-04-2023,Toys,Jessestad,302810,815.4,Sea,Wells-Turner,Patricia Mullen,98524449,Net 30
247a8333-f7b0-47d2-8da8-056c3d15eef7,Guinea-Bissau,positive,Export,7972,1714.77,01-12-2023,Electronics,Sheriberg,545970,2484.12,Air,Dean LLC,Sean Martinez,7584866,Prepaid
1759edc3-72ae-4244-8b01-63c1cd9d2b7d,Nigeria,receive,Import,2019,4006.89,03-10-2020,Furniture,Bennettshire,348913,31.19,Land,Sellers PLC,Brandon Rojas,58502435,Net 30
e005b860-51ef-4922-be43-c49e149818d1,Cameroon,again,Export,7311,8849.61,18-02-2022,Machinery,Osborneshire,999705,3150.2,Land,Flores Inc,Mary Patel,61331288,Net 60
7d41e602-eece-428b-bf7b-118e820865d6,Paraguay,assume,Export,261,1599.97,20-06-2023,Electronics,Laceytown,542136,3116.02,Sea,Weaver Group,Ashley Burns,50024012,Cash on Delivery
4a84eb03-8d1f-49b7-8d2b-9deb1beb3711,Niger,government,Export,7839,5508.55,09-01-2023,Machinery,Sandraton,183594,3770.76,Sea,Smith Inc,Nicole Garcia,36582063,Net 60
552f233a-8c25-466a-9ff3-9849b4e1357d,Somalia,area,Import,9461,5365.21,08-02-2021,Furniture,Port Stevenville,915542,3498.72,Air,"Ramirez, Meyer and Wilson",Jennifer Barnett,67564351,Cash on Delivery
3405095c-8a50-46c1-ac18-8efbd080e66e,Slovakia (Slovak Republic),it,Import,6073,4836.02,16-01-2024,Clothing,Stewartside,372980,979.44,Land,"Nguyen, Salazar and Jones",Danny Martinez,22519019,Net 60
8c1745a7-9a6a-4f92-8ca7-4147f6be1f72,Estonia,physical,Import,1137,7534.79,18-09-2021,Electronics,Kellyburgh,778808,1964.43,Land,"Castillo, Johnson and Andrews",Michele Lloyd,69165198,Prepaid
1775336d-71ea-4d05-89a3-e80e966e1277,Malaysia,assume,Export,2228,6024.89,22-12-2020,Electronics,North Patriciachester,574485,4793.04,Air,"Holland, Gallagher and Cooper",Michael Miller,94986118,Net 60
5129fb7c-6288-41a5-8c45-782198a6416d,Latvia,place,Import,4259,1017.1,17-05-2020,Furniture,Lake Richard,562552,2875.58,Land,"Lowe, Hernandez and Dixon",Dwayne Zuniga,28849264,Net 60
2f120554-4a53-48cc-bdfa-bc08935ddd72,Canada,message,Export,6626,1912.02,29-11-2019,Furniture,Jenniferburgh,634549,3847.74,Air,"Johnson, Romero and Gillespie",Curtis Hernandez,22846876,Prepaid
0870e15c-2fcd-41b5-924b-ace4307bf326,Mauritius,two,Export,2096,9767.47,13-01-2022,Toys,West Christopherport,817979,90.1,Land,Morales Group,Edward Roberts,1077038,Cash on Delivery
42930b33-a81a-4477-bb36-75b89cdeb3e6,Montserrat,physical,Import,8302,4932.36,23-01-2020,Machinery,Smithbury,389045,2895.97,Sea,Terry-Johnson,Rhonda Bailey,49709741,Cash on Delivery
adc0da7a-16fe-4aa0-91af-923d79fdef7c,Bulgaria,particular,Export,4708,7744.26,05-04-2022,Clothing,Nicolebury,313255,857.34,Land,"Welch, Stewart and Jefferson",Darren Odonnell,2771367,Net 60
2648ee38-e074-45eb-a156-63abc1f254b8,Uruguay,might,Import,6759,8836.6,28-09-2022,Electronics,Port David,476765,1913.62,Air,May and Sons,Stephanie Willis,60996935,Net 30
148b2758-d7ab-4928-89e4-69e6ec62b2c8,Gabon,mouth,Import,1063,9110.68,27-05-2023,Machinery,South Samantha,428652,2521.37,Sea,Taylor Group,Joyce Henry,47307770,Net 60
d450fe4a-ec4f-417b-b306-d1a8e5eeac76,Indonesia,themselves,Import,3042,5984.98,11-06-2022,Electronics,Brownton,569862,875.23,Sea,Miles and Sons,Garrett Krause,65487374,Prepaid
d67e55fd-642b-4a42-aef9-c00b8a64c1b9,Malawi,many,Import,2670,9752,18-07-2021,Electronics,South Margaret,209992,1506.81,Air,Mason-Ross,Sandra Howard,60832445,Net 30
85940927-468f-453d-864a-7a50b48d73f1,Turkey,day,Import,5210,3520.33,21-10-2021,Clothing,Smithchester,975209,1873.6,Air,"Fitzgerald, Lane and Price",Nicholas Richmond,4481713,Cash on Delivery
37176e84-d977-4993-bc49-d76fcfc6e625,Aruba,finish,Export,2916,8007.54,21-04-2020,Clothing,Danielburgh,577707,4237.36,Sea,Barr Inc,Perry Graham,38208917,Net 30
d3447490-96fd-45d0-adf2-0806e5214606,Bosnia and Herzegovina,produce,Import,5416,6010.46,08-05-2022,Furniture,Lake Keithborough,867221,1508.66,Land,"Horton, Beasley and Gonzalez",Walter Wallace,89409132,Prepaid
46743741-9466-4472-ab5f-5241f323ca74,North Macedonia,black,Import,7866,5230.12,22-05-2024,Toys,Port Laura,117928,2853.39,Land,Waller-Spencer,Bruce Atkinson,5361570,Cash on Delivery
a425799a-a905-4750-be1e-a9c573581a81,Denmark,collection,Export,7458,6007.78,07-03-2021,Electronics,Port Jenny,451100,1657.06,Sea,Patel-Bush,Christopher Davis,22974480,Prepaid
fb82860d-eabc-48d0-b341-facdff0ac0f1,Estonia,arm,Export,4577,7019.81,13-10-2022,Machinery,West Debrachester,110947,2663.98,Sea,Lopez LLC,Micheal House,88447433,Net 60
5306f3f5-1516-4570-9b7c-709acb175a5a,Antarctica (the territory South of 60 deg S),answer,Import,8375,5553.25,17-03-2021,Toys,West Patrick,955292,2783.78,Land,"Marquez, Armstrong and Nelson",Joseph Fischer,20598900,Net 60
964a870c-7c87-4b74-9d87-8f9f9cdf5a86,Tonga,quickly,Export,1362,8416.06,11-11-2020,Toys,Millerville,671946,1397.66,Sea,"Reynolds, Rodriguez and Hamilton",Margaret White,63826938,Prepaid
30bcab0e-d857-4102-95d4-4936a1515607,Burkina Faso,because,Export,1465,1803.57,11-06-2022,Machinery,Nelsonton,786689,2088.38,Air,Valenzuela-Smith,Thomas Stout,74726031,Net 60
4562be7f-bb42-40b2-8426-465e3e37952d,Austria,military,Import,2665,7362.86,13-03-2024,Toys,East Angelaberg,374866,1908.81,Air,"Clark, Martin and Erickson",Scott Salazar,29108208,Net 30
5f3f5638-3870-4a14-b490-b6081dfc8352,Guinea,leader,Export,1937,5936.78,12-07-2020,Furniture,South Chris,737656,1498.89,Air,Mcintyre PLC,Richard Little,63306795,Net 60
6d16ee18-5521-46dd-aba4-b180cb69ca38,Colombia,Congress,Import,1735,119.57,23-01-2024,Clothing,Robinborough,717216,1995.66,Land,Davis Inc,Robin Singleton,70003274,Net 30
c87a7463-19c1-4a0d-8feb-d845d0dfae43,Tonga,actually,Export,766,9262.55,19-04-2021,Machinery,Ronniefort,440654,1921.97,Land,Rogers-Boyd,Samantha Knight,10294522,Net 60
38018b47-b29a-4b06-9af6-6c5f2577bffa,Afghanistan,left,Export,6615,4793.51,04-11-2020,Furniture,Woodsshire,527249,1229.85,Land,"Howell, Lee and Schultz",Savannah Cherry,97767707,Cash on Delivery
a25b59fd-92e8-4269-912e-cbc40b9475b1,Jersey,itself,Import,1789,8392.23,12-02-2020,Machinery,Lake Jessica,695048,2633.85,Sea,Kaufman Ltd,Ruth Smith,30073787,Net 60
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,Angola,once,Export,1706,5887.21,25-04-2023,Toys,West Melissa,539561,19.05,Sea,Stewart PLC,David Ball,70153282,Net 30
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,Czech Republic,major,Export,1987,9214.34,08-12-2021,Electronics,Port Joseph,646389,3369.71,Air,Bruce-Sandoval,Joshua Brown,83400974,Prepaid
d480865f-9b38-4e80-b042-e325a28f5ab0,Liberia,what,Import,8276,8222.73,06-10-2020,Machinery,South Mitchell,751481,4740.39,Air,Davis Ltd,Carolyn Miller,41644322,Cash on Delivery
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,Seychelles,record,Export,5073,1453.02,23-07-2021,Toys,South Alexanderland,603851,4873.79,Land,"Harmon, Lawson and Smith",Kyle Nelson,84928036,Net 30
1db53334-fb03-43a1-9576-d4155ec17dbe,Niger,later,Import,3426,7237.64,12-10-2020,Electronics,Carlsonton,291500,4069.04,Land,"Moss, Mccoy and Hunter",Danielle Conway,78432500,Net 60
31d0b664-0589-4877-9b02-52440950fd13,Congo,could,Import,9940,1262.05,11-08-2021,Machinery,Matthewville,227184,4763.09,Sea,"Cook, Phillips and Nelson",Michael Ellis,48033740,Net 60
b7d6467b-2f5a-422a-b87f-43fdf6062541,Jamaica,baby,Import,6030,6577.36,08-02-2024,Electronics,Judithmouth,765212,4004.32,Air,West-Mitchell,Christopher Davis,85790082,Prepaid
ba26d851-35e8-479a-baaf-0e891fb797fa,American Samoa,maybe,Import,5955,2011.95,08-09-2021,Electronics,Riosside,108333,4182.72,Land,Flores-Cardenas,Mitchell Thomas Jr.,21416903,Prepaid
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,Uganda,social,Export,5462,5750.63,03-07-2020,Toys,Chenberg,888781,1102.07,Land,Knapp-Johnson,Brian Figueroa,59825774,Prepaid
9edfa3da-6cf5-4b15-8b53-031d05d51433,Mongolia,race,Export,5291,6593.86,09-12-2023,Furniture,Mayomouth,898837,583.29,Sea,"Henderson, Mendez and Bell",Amber Zimmerman,15177052,Prepaid
11ebcd49-428a-4c22-95fd-b76a19fbeb1d,Chile,project,Import,3117,4465.73,17-09-2020,Clothing,Kennethborough,305041,2505.77,Air,Elliott Ltd,Anne Thompson,35616862,Cash on Delivery
4d125e7f-a59c-4c98-926c-bc8f38884479,Nepal,in,Import,3889,489.45,10-05-2021,Furniture,Wallburgh,667982,1823.24,Air,Bowman-Davis,Jessica Brown,94485051,Cash on Delivery
0fa07a3f-2e29-4065-afa2-31e959acdd98,Uzbekistan,responsibility,Import,4867,9878.76,02-05-2020,Machinery,Browntown,905250,2833.01,Sea,Collier Group,Lawrence Oneill,95933483,Prepaid
98b33c6e-0a14-490a-b795-e98680ee526e,Myanmar,able,Import,4546,4982.43,12-12-2022,Clothing,North Robert,486892,726.6,Sea,West Inc,Lisa Webb,63219789,Prepaid
642aad48-fcfc-4a81-b306-d70019d5f970,Palau,strategy,Import,9341,9352.84,14-09-2022,Machinery,Erikaton,517657,4161.36,Air,"Adams, Jones and Reese",Trevor Smith,83798877,Cash on Delivery
e786ab37-5bca-47be-8298-17c53308fb2e,Marshall Islands,control,Import,8777,545.45,05-09-2022,Toys,East Michaelberg,622748,4199.42,Land,Martin-Carson,Michael Jones,62080501,Net 60
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,Niger,take,Export,6057,4470.87,29-04-2022,Machinery,West Michael,567084,3923.26,Sea,Reese-Jones,Meredith Morris,21283938,Net 60
b29c467d-2b5f-4932-91dc-59efeb21a3f6,Suriname,such,Export,9371,9978.49,18-07-2022,Furniture,South Kevin,117107,924.52,Air,Proctor-Miranda,Matthew Hunt,72030666,Net 30
c470f0e7-f76f-4fb8-b412-fc12ac322c12,New Zealand,agree,Import,829,8785.39,30-11-2020,Toys,Rogersport,618876,3451.67,Sea,Baker Ltd,Timothy Rivera,40830225,Net 30
28805c5d-ad1b-4f60-89e4-dab20edc6d2b,Israel,different,Import,8281,3925.22,15-07-2021,Clothing,Williamland,548550,2070.69,Land,Perez and Sons,Michelle Padilla,19319136,Net 30
878b9f6b-57a1-4b71-a975-d279d86dbf11,Bulgaria,much,Export,7831,6423.84,12-12-2019,Machinery,North Susanmouth,776079,4312.23,Land,Nguyen-Ellis,Michael Robertson,45219997,Net 30
ebe21368-98c7-4205-9e01-a934402d0baf,Tanzania,bad,Export,8446,5222.94,11-11-2021,Clothing,West Christyhaven,253095,4269.07,Land,"Wright, Bailey and Martinez",Justin Collins,40932030,Net 30
0361524c-2cc0-4859-aa65-24ab713b7e05,South Georgia and the South Sandwich Islands,today,Export,3044,5792.56,24-04-2023,Furniture,North Christopher,405815,4946.91,Air,Carter LLC,Patty Garcia,21091475,Net 30
e66cd36e-68ef-4f5f-ae68-690a78bc7175,North Macedonia,improve,Export,5412,2909.93,25-11-2021,Furniture,Crawfordland,892778,14.07,Air,Davis and Sons,Dustin Perez,99323338,Cash on Delivery
eae2025e-8233-4e23-9ff3-334b91b15f5d,Guadeloupe,to,Export,5896,8902,04-12-2023,Machinery,New Ryanton,752866,2774.44,Land,"Riley, Williams and Peterson",Lisa Roberts,82681829,Net 30
637e0edc-5b6e-4ae7-a620-81434fbaecc0,Egypt,discover,Import,9016,6223.26,26-08-2022,Clothing,Jessicaton,325270,4664.22,Air,"Smith, White and Potter",Samantha Hardin PhD,51963138,Cash on Delivery
27460f22-403d-4f83-a859-890cd670f668,Lao People's Democratic Republic,close,Export,4817,6084.26,02-12-2020,Furniture,Port Fernandoberg,673206,3812.99,Sea,Jones Group,Miranda Anderson,27936914,Net 60
753c7c99-032f-46ca-b0d9-c2aa8f837ef7,Seychelles,four,Import,5200,6427.35,07-07-2023,Clothing,East Ashleychester,636758,2682.88,Air,Lambert-Washington,Julie Stark,36940538,Net 30
bd30291a-55fe-408e-943e-2e04bdd7d19b,Honduras,article,Export,6621,7823.19,12-11-2019,Furniture,Hansonhaven,258483,4331.02,Air,Davis Group,Troy Holland,95317301,Cash on Delivery
2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,United States Minor Outlying Islands,maintain,Export,1605,5063.97,06-03-2024,Furniture,New Anneshire,271613,733.58,Land,"Price, Nichols and Bray",Christine Hall DVM,59055369,Prepaid
7b59051b-f400-48d7-831d-5a973d792fa1,Mayotte,official,Import,3,6230.73,02-02-2023,Furniture,West Susan,441495,2609.53,Land,"Avery, Stewart and Church",Justin Sanchez,24480999,Net 60
ac642b4c-49b2-4ded-9c31-d9b25a2b745b,Aruba,show,Import,5475,8178.63,07-03-2020,Machinery,Santoshaven,438839,2946.32,Sea,Dickerson Group,Paige Singleton,75438959,Net 30
e456697c-f268-4baa-971c-702d5bf49c04,Nigeria,record,Import,8879,8372.98,16-03-2022,Machinery,North Kevin,711922,1648.94,Air,Price Group,Lisa Williams,22052778,Net 60
21e15094-9efe-4464-9a90-f534a23d4c9d,Cayman Islands,group,Export,9097,2180.89,30-12-2019,Toys,East Christopher,801926,405.56,Land,Neal Ltd,Jason Martin,88002794,Cash on Delivery
bf9cc545-6355-48f7-8f6f-a985b732d46f,United Arab Emirates,police,Import,2595,9486,06-05-2024,Electronics,Jenniferborough,855931,1385.25,Sea,Nguyen-Beard,Eric Smith,63883849,Cash on Delivery
14aa451c-a69c-4b85-9432-f8db6a174c1c,Wallis and Futuna,sort,Import,6505,473.42,28-09-2020,Machinery,Port Christophermouth,475061,2172.28,Sea,"Shelton, Shields and Williamson",Hannah Wright,91391791,Cash on Delivery
b2d650af-313b-42b7-9836-31890063e42f,Comoros,professor,Export,8022,3483.02,23-08-2021,Clothing,Craigfurt,406296,2499.94,Land,Buchanan-Dougherty,Gregory Hawkins,50054618,Prepaid
391cf046-3d4a-4d51-a8fa-fd04559b5975,United States Minor Outlying Islands,information,Import,1552,3787.03,16-04-2024,Machinery,East Jonathan,258378,2432.73,Sea,Cummings-Hall,Amanda Nguyen,29682954,Cash on Delivery
b5d97ef7-60ef-4471-b2b8-ff39a32c9b6f,Somalia,second,Export,1875,7682.54,02-01-2022,Clothing,Phillipston,805707,4277.87,Sea,Smith PLC,Jeremy Hunter,14278572,Cash on Delivery
dfe1b307-9172-4f0a-ac7c-8803e01bbf50,Bahrain,total,Export,4203,7310.78,31-12-2022,Electronics,West Kathy,301412,1884.3,Land,Campbell PLC,Anita Duke DVM,2045104,Cash on Delivery
df26f517-66fa-4989-8813-5d586a1689ad,Yemen,anyone,Import,4699,2870.36,01-10-2021,Machinery,North Melissaburgh,657910,429.05,Land,Kelley-Lewis,Taylor Collins,48108616,Net 60
c5adf681-6b10-453a-9145-de05b3ab1b2c,Svalbard & Jan Mayen Islands,hair,Import,8743,5902.7,20-12-2019,Machinery,Coleburgh,881651,126.04,Air,Bryant-Hill,Nina Williams,64964443,Net 60
2a69acc7-0bf9-40ef-b581-6b74a985ab61,Dominica,bill,Import,9646,9696.74,06-07-2024,Clothing,Wendychester,791807,394.68,Land,"Henderson, Sanders and Madden",Julia Ramirez,80167318,Net 60
b3969057-425c-4200-905a-da6b720299e3,Czech Republic,win,Import,4672,5004.07,02-12-2021,Clothing,Robertview,569992,3677.36,Land,Lloyd-Oneill,Travis Adams,35938256,Net 30
e28bc9ff-870f-484c-b244-f536285e25b4,Grenada,international,Import,8553,799.63,28-02-2023,Furniture,North Angel,179935,2662.15,Land,Sherman Ltd,Jared Crawford,34233652,Cash on Delivery
9a9e4310-8fb8-4bab-a875-4cd37cbd7025,Benin,he,Import,8381,3790.02,23-08-2024,Machinery,Andrewsborough,775504,2265.12,Air,"Sullivan, Rodriguez and Tyler",Alyssa Young,20420375,Prepaid
09f6048f-e245-4460-8004-884cc167733f,Namibia,quite,Import,5565,3659.42,04-06-2020,Electronics,Mitchelltown,885251,4190.84,Land,"Collins, Watts and Johnson",Mr. Taylor Serrano DDS,45087956,Cash on Delivery
d675ebf7-4fe3-4c9a-9371-0f577e9cf84f,Nauru,look,Import,282,5534.15,15-11-2022,Electronics,Port Kennethstad,496343,1874.77,Sea,Eaton Group,Stephanie Brown,89527117,Net 60
d29dc5df-cf1d-4110-8cc3-6d8c77863fe5,Norfolk Island,between,Import,3126,8489.46,29-03-2024,Clothing,Williamsside,663394,2138.72,Land,Torres PLC,Eric Gilbert,68532687,Net 30
6a46721a-cffa-4cdd-b963-a7efe00111e5,Chile,impact,Import,3156,9796.02,21-04-2024,Furniture,Oliverland,134380,1925.97,Sea,Benson-Shannon,April Hayes,99122748,Net 30
f689a4a5-ffda-4336-8c6e-90373020da5c,Uzbekistan,wrong,Export,2599,234.18,20-10-2021,Toys,Port Jillian,170354,4093.91,Land,Carroll and Sons,Alexander Phillips,2920208,Net 60
d663049d-155e-48b1-ba83-ada4a2121ac5,Cocos (Keeling) Islands,player,Import,4095,7747.57,25-11-2022,Clothing,Brooksbury,905115,4697.98,Sea,Peterson-Wright,Robert Johnson,77981348,Cash on Delivery
03c54c71-fca0-4536-a169-df82b9bdee2d,Saint Barthelemy,black,Export,823,5042.25,16-12-2023,Electronics,East Timothyside,918325,2160.69,Air,Harris-James,Zachary Mosley,51982402,Cash on Delivery
6ae04d52-adb3-48cb-b315-8c0c66dd7794,Philippines,protect,Import,5426,2891.21,29-12-2020,Clothing,Toddville,534369,3498.8,Air,Guzman-Martin,Jason Morgan,65537416,Net 30
03a89879-36a9-4d74-80de-59f550f0fc2b,South Africa,road,Import,1351,6723.58,27-10-2020,Electronics,Jacquelinehaven,200588,3412.91,Sea,Schwartz-Hurley,Donald Mendoza,97224137,Cash on Delivery
faf1501b-009a-415b-8137-8be5b7a28e0a,Yemen,ability,Import,4229,6989.06,01-05-2024,Clothing,Paulport,314474,1007.77,Land,"Owen, Sanchez and Parker",Lindsay Ortiz,51160792,Net 60
9cb017c1-8741-4e91-acfe-bb4bd29e8693,Angola,rate,Import,7753,8406.45,26-07-2021,Electronics,Joshuaville,898703,2222.58,Air,Mendoza-Taylor,Raymond Silva,75536592,Net 60
9bbd750d-1e70-4c52-b0c1-fb6a19086515,Japan,building,Import,5499,1453.41,18-08-2024,Machinery,Lake Emily,191010,1093.16,Air,Cobb Inc,Benjamin Curtis,15507173,Net 30
4d6b234f-dfa7-46ed-b2d1-f81ba636425c,Brazil,radio,Import,9164,3895.79,21-02-2021,Toys,Millerville,411065,635.67,Sea,Day-Lloyd,Sean Kerr,71983645,Cash on Delivery
2ea60b99-fa7f-48bf-b044-284a47acf2f6,Azerbaijan,politics,Export,4050,5235.61,30-01-2024,Toys,New Kevin,541051,1549.01,Air,Saunders-Brown,Virginia Williams,88418155,Cash on Delivery
ec3aa314-da9b-4017-b9c1-47c719a5711b,Nepal,care,Import,3028,8184.18,09-10-2022,Toys,South Joshuaside,610752,3187.7,Air,Chen-Mitchell,Amber Roman,41915669,Net 30
0597aab6-14d3-4dbc-a0ac-f4c9658de17e,Puerto Rico,contain,Import,5359,1649.54,06-09-2020,Machinery,East Ashlee,205184,565.35,Sea,Price-Barnett,Thomas Torres,69062415,Net 60
ccc14d51-73f6-40d8-a9f4-1cc04653a560,Saint Helena,little,Import,2884,4849.09,25-12-2019,Furniture,Port Heatherfurt,285101,383.65,Sea,Hart-Lynch,James Gray,5053315,Net 60
41a93f90-dc82-4527-9da3-b7e2cad6e514,Burundi,trip,Export,2702,7249.76,05-02-2020,Toys,Hardingfurt,814565,4680.46,Land,"Vargas, Wright and Brooks",Tamara Miles,65653487,Cash on Delivery
d138d150-8557-416a-a750-2a812227d96d,Puerto Rico,lot,Import,9428,115.98,26-07-2024,Furniture,Port Haileyhaven,525792,14.28,Sea,Ochoa-Atkins,David Joyce,71118616,Net 30
1d77ce40-58d8-4776-a51a-d4f3a699bae0,French Guiana,practice,Export,4085,536.93,23-08-2023,Toys,Wilsonside,548662,3563.29,Sea,Barnes Group,Amanda Carroll,94620701,Prepaid
d9ead926-4745-4d9e-a789-6389df3277fd,Cayman Islands,coach,Import,3343,3147.32,10-02-2022,Toys,Parkerbury,452307,4328.89,Land,"Horne, Williams and Duncan",Karla Jones,79558933,Prepaid
34ab18fd-0a68-488e-8ad4-041504c14982,Guernsey,quickly,Import,1360,7716.45,22-06-2021,Clothing,West Cynthiafurt,687728,450.08,Sea,Martin-Lowe,Susan Austin,35532802,Prepaid
50910bdc-8ef0-46d4-8279-b14dae55cdff,Malawi,carry,Import,3939,3390.35,19-01-2021,Electronics,Michelletown,575198,174.92,Air,Elliott-Byrd,Shannon Barnes,95173780,Net 60
914591ae-f03d-466a-9dec-c06af24dfdd8,Peru,usually,Export,2547,6040.9,12-07-2023,Machinery,Zacharytown,344444,1919.08,Land,"Marsh, Black and Smith",Kaitlyn Lane,13236983,Net 60
d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3,Korea,nothing,Export,7109,7721.57,26-02-2020,Electronics,New Eileen,746014,256.24,Sea,Gordon PLC,Sydney Copeland,51785683,Net 60
9b8b71a1-b38a-45fb-b611-64cebfc74ca9,Timor-Leste,debate,Export,2222,1433.11,12-05-2021,Machinery,East Robert,831514,1320.18,Sea,Bennett and Sons,Bobby Benson,74804204,Prepaid
a4e695c9-b65d-4226-be96-9cf3a7c5cb87,South Africa,down,Import,959,4255.89,14-11-2019,Furniture,Williamchester,858877,626.45,Land,Cruz-Cooper,Alyssa Sanders,38051112,Net 30
